Date,CustomerType,ProductLine,UnitPrice,Payment,Rating
4/13/2024,Member,Fashion & Accs,43.13,Credit card,5.5
4/13/2024,Normal,Fashion & Accs,25.56,Cash,7.1
4/13/2024,Member,Food & Beverages,38.42,Cash,8.6
4/13/2024,Normal,Health & Beauty,71.38,Cash,5.7
4/14/2024,Member,Fashion & Accs,72.04,Cash,9.5
4/14/2024,Normal,Fashion & Accs,48.63,Ewallet,7.6
4/14/2024,Member,Home & Lifestyle,77.68,Ewallet,9.8
4/14/2024,Member,Fashion & Accs,30.62,Credit card,4.1
4/14/2024,Member,Food & Beverages,42.82,Credit card,8.9
4/14/2024,Member,Food & Beverages,21.04,Cash,7.6
4/14/2024,Member,Fashion & Accs,59.86,Ewallet,6.7
4/14/2024,Normal,Food & Beverages,72.39,Credit card,8.1
4/14/2024,Normal,Sports & Travel,45.58,Cash,5
4/14/2024,Normal,Electronics,41.65,Credit card,5.4
4/14/2024,Member,Health & Beauty,60.47,Credit card,5.6
4/14/2024,Normal,Sports & Travel,34.81,Credit card,7
4/14/2024,Normal,Food & Beverages,77.56,Ewallet,6.9
4/15/2024,Member,Food & Beverages,93.4,Cash,5.5
4/15/2024,Normal,Sports & Travel,40.23,Cash,9.6
4/15/2024,Member,Health & Beauty,72.57,Cash,4.6
4/15/2024,Member,Food & Beverages,72.52,Credit card,4
4/15/2024,Member,Fashion & Accs,10.18,Credit card,9.5
4/15/2024,Member,Home & Lifestyle,34.42,Ewallet,7.5
4/15/2024,Normal,Health & Beauty,70.21,Cash,7.4
4/15/2024,Member,Electronics,37.06,Ewallet,9.7
4/15/2024,Member,Electronics,87.87,Ewallet,5.6
4/15/2024,Normal,Electronics,45.35,Ewallet,6.1
4/15/2024,Member,Electronics,66.35,Credit card,9.7
4/15/2024,Member,Food & Beverages,87.48,Ewallet,5.1
4/16/2024,Member,Health & Beauty,27.73,Credit card,4.2
4/16/2024,Member,Electronics,72.2,Ewallet,4.3
4/16/2024,Member,Health & Beauty,43.7,Cash,4.9
4/16/2024,Member,Fashion & Accs,41.28,Credit card,8.5
4/16/2024,Normal,Electronics,45.71,Credit card,7.7
4/16/2024,Member,Home & Lifestyle,12.29,Credit card,8
4/16/2024,Member,Sports & Travel,39.12,Credit card,9.6
4/16/2024,Member,Electronics,94.64,Cash,5.5
4/16/2024,Member,Health & Beauty,39.91,Ewallet,9.3
4/16/2024,Normal,Health & Beauty,83.66,Cash,7.2
4/16/2024,Normal,Sports & Travel,98.8,Cash,7.7
4/16/2024,Member,Fashion & Accs,12.54,Cash,8.2
4/16/2024,Member,Health & Beauty,58.22,Ewallet,8.4
4/16/2024,Normal,Sports & Travel,32.25,Cash,9
4/17/2024,Normal,Food & Beverages,33.88,Ewallet,9.6
4/17/2024,Member,Sports & Travel,67.26,Credit card,8
4/17/2024,Member,Home & Lifestyle,88.61,Cash,7.7
4/17/2024,Normal,Home & Lifestyle,58.07,Ewallet,4.3
4/17/2024,Normal,Food & Beverages,51.28,Cash,6.5
4/17/2024,Member,Sports & Travel,82.93,Ewallet,9.6
4/17/2024,Member,Fashion & Accs,63.88,Ewallet,9.9
4/17/2024,Normal,Home & Lifestyle,89.25,Cash,4.7
4/17/2024,Normal,Home & Lifestyle,73.22,Cash,7.2
4/17/2024,Normal,Health & Beauty,99.19,Credit card,5.5
4/17/2024,Normal,Health & Beauty,53.17,Cash,8.9
4/17/2024,Member,Sports & Travel,98.13,Cash,8.9
4/17/2024,Normal,Food & Beverages,36.36,Cash,7.1
4/18/2024,Normal,Fashion & Accs,86.68,Credit card,7.2
4/18/2024,Normal,Electronics,48.62,Cash,5
4/18/2024,Normal,Home & Lifestyle,60.87,Cash,5.5
4/18/2024,Member,Home & Lifestyle,73.28,Ewallet,8.4
4/18/2024,Member,Health & Beauty,77.5,Ewallet,4.3
4/18/2024,Normal,Electronics,75.88,Ewallet,8.9
4/18/2024,Normal,Fashion & Accs,60.96,Credit card,4.9
4/18/2024,Normal,Food & Beverages,48.51,Credit card,5.2
4/18/2024,Member,Home & Lifestyle,60.01,Cash,4.5
4/18/2024,Member,Health & Beauty,96.11,Ewallet,7.8
4/18/2024,Member,Health & Beauty,51.13,Credit card,4
4/19/2024,Member,Health & Beauty,58.22,Ewallet,8.4
4/19/2024,Member,Sports & Travel,32.25,Cash,9
4/19/2024,Normal,Health & Beauty,96.16,Credit card,8.4
4/19/2024,Normal,Home & Lifestyle,69.4,Ewallet,9
4/19/2024,Member,Home & Lifestyle,12.03,Cash,5.1
4/19/2024,Normal,Food & Beverages,81.71,Credit card,8
4/19/2024,Member,Health & Beauty,19.15,Credit card,9.5
4/19/2024,Normal,Sports & Travel,80.97,Cash,9.3
4/19/2024,Normal,Food & Beverages,11.53,Cash,8.1
4/19/2024,Normal,Fashion & Accs,23.82,Ewallet,5.4
4/20/2024,Normal,Fashion & Accs,83.24,Credit card,7.4
4/20/2024,Member,Home & Lifestyle,22.96,Cash,4.3
4/20/2024,Normal,Electronics,23.65,Credit card,4
4/20/2024,Normal,Electronics,93.78,Credit card,5.9
4/20/2024,Member,Food & Beverages,98.52,Ewallet,4.5
4/20/2024,Member,Sports & Travel,22.38,Credit card,8.6
4/20/2024,Member,Food & Beverages,97.03,Ewallet,9.3
4/20/2024,Member,Electronics,72.13,Credit card,4.2
4/20/2024,Normal,Fashion & Accs,51.34,Ewallet,7.6
4/20/2024,Normal,Sports & Travel,75.82,Cash,5.8
4/20/2024,Normal,Fashion & Accs,62.18,Ewallet,6
4/20/2024,Member,Electronics,37.06,Ewallet,9.7
4/20/2024,Member,Sports & Travel,79.93,Cash,5.5
4/20/2024,Normal,Electronics,87.87,Ewallet,5.6
4/21/2024,Normal,Food & Beverages,14.87,Credit card,8.9
4/21/2024,Member,Electronics,32.25,Ewallet,6.5
4/21/2024,Normal,Sports & Travel,13.69,Cash,6.3
4/21/2024,Normal,Health & Beauty,91.3,Ewallet,9.2
4/21/2024,Member,Sports & Travel,44.65,Cash,6.2
4/21/2024,Member,Health & Beauty,75.74,Cash,7.6
4/21/2024,Member,Sports & Travel,60.08,Credit card,4.5
4/21/2024,Member,Food & Beverages,27.66,Credit card,8.9
4/21/2024,Member,Food & Beverages,99.37,Cash,5.2
4/21/2024,Normal,Health & Beauty,58.32,Ewallet,6
4/21/2024,Normal,Health & Beauty,76.9,Cash,7.7
4/21/2024,Normal,Food & Beverages,77.4,Credit card,4.5
4/21/2024,Normal,Food & Beverages,67.1,Cash,7.5
4/21/2024,Normal,Health & Beauty,33.64,Credit card,9.3
4/21/2024,Normal,Health & Beauty,68.55,Credit card,9.2
4/21/2024,Member,Sports & Travel,24.74,Credit card,10
4/22/2024,Normal,Food & Beverages,26.43,Ewallet,8.9
4/22/2024,Normal,Fashion & Accs,83.77,Cash,4.6
4/22/2024,Normal,Fashion & Accs,94.13,Credit card,4.8
4/22/2024,Normal,Food & Beverages,94.13,Cash,5.8
4/22/2024,Member,Food & Beverages,48.61,Cash,4.4
4/22/2024,Member,Health & Beauty,62.57,Cash,9.5
4/22/2024,Member,Fashion & Accs,73.05,Credit card,4.9
4/22/2024,Member,Health & Beauty,65.18,Credit card,6.3
4/22/2024,Member,Fashion & Accs,99.89,Ewallet,7.1
4/22/2024,Member,Fashion & Accs,55.45,Credit card,4.9
4/22/2024,Normal,Health & Beauty,56.69,Credit card,8.4
4/22/2024,Member,Health & Beauty,67.27,Cash,6.9
4/22/2024,Normal,Fashion & Accs,19.77,Credit card,5
4/23/2024,Normal,Fashion & Accs,52.42,Ewallet,7.5
4/23/2024,Normal,Food & Beverages,74.44,Ewallet,5.1
4/23/2024,Normal,Fashion & Accs,41.09,Cash,7.3
4/23/2024,Member,Health & Beauty,56,Ewallet,4.8
4/23/2024,Member,Food & Beverages,80.62,Cash,9.1
4/23/2024,Normal,Fashion & Accs,93.2,Credit card,6
4/23/2024,Member,Food & Beverages,74.89,Ewallet,4.2
4/23/2024,Normal,Home & Lifestyle,34.73,Ewallet,9.7
4/23/2024,Normal,Sports & Travel,54.55,Credit card,7.1
4/23/2024,Member,Sports & Travel,39.47,Credit card,5
4/24/2024,Normal,Health & Beauty,10.75,Ewallet,6.2
4/24/2024,Member,Health & Beauty,96.58,Credit card,5.1
4/24/2024,Normal,Health & Beauty,92.78,Credit card,9.8
4/24/2024,Normal,Food & Beverages,87.8,Cash,9.2
4/24/2024,Member,Food & Beverages,63.61,Ewallet,4.8
4/24/2024,Normal,Health & Beauty,15.37,Cash,7.2
4/24/2024,Member,Food & Beverages,91.61,Cash,9.8
4/24/2024,Normal,Food & Beverages,43.25,Cash,6.2
4/24/2024,Member,Food & Beverages,57.29,Ewallet,5.9
4/24/2024,Normal,Food & Beverages,56.56,Credit card,4.5
4/24/2024,Member,Food & Beverages,52.75,Ewallet,9.3
4/24/2024,Member,Health & Beauty,54.92,Ewallet,7.6
4/25/2024,Member,Health & Beauty,21.8,Cash,8.3
4/25/2024,Normal,Sports & Travel,64.08,Credit card,7.3
4/25/2024,Member,Food & Beverages,41.24,Cash,7.1
4/25/2024,Member,Food & Beverages,54.84,Credit card,5.9
4/25/2024,Normal,Food & Beverages,39.9,Credit card,5.9
4/25/2024,Member,Food & Beverages,92.29,Credit card,9
4/25/2024,Member,Food & Beverages,57.74,Ewallet,7.7
4/25/2024,Normal,Health & Beauty,66.68,Cash,7.6
4/25/2024,Member,Health & Beauty,32.32,Credit card,10
4/26/2024,Member,Health & Beauty,17.97,Ewallet,6.4
4/26/2024,Normal,Food & Beverages,98.79,Ewallet,6.4
4/26/2024,Member,Sports & Travel,58.39,Credit card,8.2
4/26/2024,Normal,Food & Beverages,73.47,Cash,6
4/26/2024,Member,Food & Beverages,80.36,Credit card,8.3
4/26/2024,Normal,Home & Lifestyle,55.73,Ewallet,7
4/26/2024,Member,Sports & Travel,91.41,Ewallet,7.1
4/26/2024,Member,Food & Beverages,94.13,Cash,5.8
4/26/2024,Normal,Home & Lifestyle,82.04,Credit card,7.6
4/26/2024,Normal,Food & Beverages,48.61,Cash,4.4
4/26/2024,Normal,Sports & Travel,88.45,Credit card,9.5
4/27/2024,Member,Food & Beverages,81.21,Credit card,6.3
4/27/2024,Member,Food & Beverages,57.89,Ewallet,8.9
4/27/2024,Normal,Home & Lifestyle,21.52,Credit card,9.4
4/27/2024,Normal,Home & Lifestyle,94.59,Credit card,4.9
4/27/2024,Normal,Health & Beauty,62.82,Ewallet,4.9
4/27/2024,Member,Food & Beverages,65.65,Cash,6
4/27/2024,Member,Home & Lifestyle,86.72,Ewallet,7.9
4/27/2024,Normal,Fashion & Accs,88.15,Ewallet,7.9
4/27/2024,Normal,Fashion & Accs,17.48,Credit card,6.1
4/27/2024,Normal,Fashion & Accs,99.1,Cash,4.2
4/27/2024,Member,Home & Lifestyle,45.68,Ewallet,5.7
4/28/2024,Member,Food & Beverages,87.1,Credit card,9.9
4/28/2024,Member,Fashion & Accs,52.35,Cash,4
4/28/2024,Normal,Fashion & Accs,94.87,Ewallet,8.7
4/28/2024,Member,Fashion & Accs,92.98,Credit card,8
4/28/2024,Normal,Fashion & Accs,29.56,Cash,6.9
4/28/2024,Normal,Food & Beverages,99.37,Cash,5.2
4/28/2024,Member,Food & Beverages,52.2,Credit card,9.5
4/28/2024,Member,Fashion & Accs,72.84,Cash,8.4
4/29/2024,Member,Food & Beverages,71.39,Credit card,5.5
4/29/2024,Normal,Fashion & Accs,45.38,Credit card,7.2
4/29/2024,Member,Fashion & Accs,90.22,Cash,6.2
4/29/2024,Member,Fashion & Accs,88.34,Cash,6.6
4/29/2024,Member,Fashion & Accs,98.48,Ewallet,9.2
4/29/2024,Member,Food & Beverages,98.66,Cash,8.4
4/29/2024,Normal,Food & Beverages,41.24,Cash,7.1
4/29/2024,Normal,Fashion & Accs,12.54,Cash,8.2
4/29/2024,Normal,Fashion & Accs,39.75,Ewallet,9.6
4/29/2024,Member,Food & Beverages,30.41,Credit card,8.4
4/29/2024,Member,Fashion & Accs,17.49,Ewallet,6.6
4/29/2024,Member,Food & Beverages,35.89,Credit card,7.9
4/30/2024,Normal,Food & Beverages,94.13,Cash,5.8
4/30/2024,Member,Food & Beverages,48.61,Cash,4.4
4/30/2024,Member,Health & Beauty,62.57,Cash,9.5
4/30/2024,Member,Fashion & Accs,73.05,Credit card,4.9
4/30/2024,Member,Health & Beauty,65.18,Credit card,6.3
4/30/2024,Normal,Health & Beauty,42.57,Ewallet,5.6
4/30/2024,Member,Food & Beverages,62.85,Ewallet,8.7
4/30/2024,Normal,Food & Beverages,22.93,Cash,5.5
4/30/2024,Member,Fashion & Accs,55.45,Credit card,4.9
4/30/2024,Normal,Health & Beauty,56.69,Credit card,8.4
4/30/2024,Normal,Health & Beauty,67.27,Cash,6.9
5/1/2024,Normal,Health & Beauty,25.43,Credit card,7.1
5/1/2024,Normal,Fashion & Accs,79.86,Cash,6.2
5/1/2024,Normal,Food & Beverages,84.63,Ewallet,7.2
5/1/2024,Normal,Food & Beverages,21.12,Ewallet,6.9
5/1/2024,Normal,Sports & Travel,70.19,Credit card,8.1
5/1/2024,Member,Food & Beverages,41.66,Cash,6.8
5/1/2024,Normal,Food & Beverages,71.2,Credit card,8.3
5/1/2024,Normal,Health & Beauty,91.3,Cash,7.2
5/1/2024,Normal,Fashion & Accs,89.69,Credit card,5.5
5/1/2024,Normal,Home & Lifestyle,16.37,Cash,6.3
5/1/2024,Normal,Health & Beauty,75.74,Cash,8.8
5/1/2024,Member,Health & Beauty,58.32,Cash,6.3
5/1/2024,Normal,Home & Lifestyle,45.97,Credit card,6.8
5/1/2024,Normal,Food & Beverages,89.48,Credit card,7.6
5/1/2024,Member,Food & Beverages,40.94,Ewallet,8.3
5/1/2024,Normal,Home & Lifestyle,15.95,Credit card,7.5
5/1/2024,Normal,Electronics,63.22,Ewallet,7.2
5/1/2024,Member,Food & Beverages,27.22,Credit card,7.7
5/1/2024,Member,Food & Beverages,89.14,Cash,8.1
5/1/2024,Normal,Food & Beverages,33.21,Ewallet,9.8
5/1/2024,Normal,Food & Beverages,68.54,Credit card,6.6
5/1/2024,Normal,Electronics,74.71,Ewallet,6.6
5/1/2024,Normal,Food & Beverages,74.6,Credit card,6.6
5/1/2024,Normal,Food & Beverages,24.31,Cash,8.5
5/2/2024,Normal,Food & Beverages,72.88,Ewallet,7.5
5/2/2024,Member,Electronics,74.22,Cash,5.4
5/2/2024,Normal,Health & Beauty,76.9,Credit card,9.7
5/2/2024,Normal,Food & Beverages,50.49,Ewallet,7.9
5/2/2024,Normal,Health & Beauty,33.64,Ewallet,7.1
5/2/2024,Normal,Food & Beverages,24.94,Cash,8.5
5/2/2024,Normal,Health & Beauty,68.55,Cash,5.9
5/2/2024,Normal,Home & Lifestyle,65.91,Ewallet,8.7
5/2/2024,Normal,Home & Lifestyle,74.07,Ewallet,5.9
5/2/2024,Member,Home & Lifestyle,36.91,Credit card,8
5/2/2024,Normal,Food & Beverages,36.77,Cash,5.5
5/2/2024,Normal,Food & Beverages,48.5,Ewallet,8.2
5/2/2024,Normal,Health & Beauty,15.26,Ewallet,6.7
5/2/2024,Normal,Home & Lifestyle,86.69,Ewallet,5.4
5/2/2024,Normal,Food & Beverages,13.79,Cash,7.9
5/2/2024,Normal,Health & Beauty,57.59,Cash,7.8
5/2/2024,Member,Fashion & Accs,83.25,Cash,8.3
5/2/2024,Normal,Electronics,22.01,Ewallet,7.9
5/2/2024,Normal,Food & Beverages,21.04,Cash,7.5
5/2/2024,Normal,Food & Beverages,72.39,Ewallet,7.8
5/2/2024,Member,Fashion & Accs,29.42,Cash,5.8
5/2/2024,Normal,Food & Beverages,99.69,Ewallet,8.9
5/2/2024,Member,Food & Beverages,84.83,Credit card,7.3
5/2/2024,Normal,Health & Beauty,47.71,Credit card,7.6
5/2/2024,Member,Sports & Travel,51.54,Credit card,5.8
5/3/2024,Normal,Home & Lifestyle,77.04,Cash,6.3
5/3/2024,Normal,Health & Beauty,92.09,Cash,8.4
5/3/2024,Normal,Fashion & Accs,20.01,Credit card,9.6
5/3/2024,Normal,Home & Lifestyle,80.08,Ewallet,7.3
5/3/2024,Member,Food & Beverages,73.06,Credit card,8.1
5/3/2024,Normal,Home & Lifestyle,60.38,Ewallet,6.4
5/3/2024,Normal,Sports & Travel,44.86,Credit card,7
5/3/2024,Normal,Health & Beauty,14.76,Cash,8.6
5/3/2024,Normal,Food & Beverages,31.77,Ewallet,8.5
5/3/2024,Normal,Sports & Travel,14.36,Cash,6.7
5/3/2024,Member,Sports & Travel,32.25,Credit card,7.7
5/3/2024,Member,Sports & Travel,80.97,Credit card,5.9
5/3/2024,Normal,Health & Beauty,44.07,Credit card,8.1
5/3/2024,Member,Food & Beverages,83.77,Cash,9.8
5/3/2024,Normal,Health & Beauty,50.79,Cash,5.3
5/3/2024,Normal,Food & Beverages,17.44,Credit card,7.6
5/3/2024,Normal,Sports & Travel,78.07,Credit card,7.1
5/3/2024,Normal,Food & Beverages,93.26,Cash,8.1
5/3/2024,Member,Electronics,66.65,Credit card,7.2
5/3/2024,Normal,Health & Beauty,21.8,Cash,7.7
5/3/2024,Normal,Health & Beauty,66.68,Cash,8.7
5/3/2024,Normal,Health & Beauty,32.32,Credit card,7.5
5/3/2024,Normal,Food & Beverages,52.6,Ewallet,7.2
5/4/2024,Member,Health & Beauty,39.91,Cash,6.1
5/4/2024,Member,Food & Beverages,81.21,Cash,8.7
5/4/2024,Normal,Health & Beauty,83.66,Ewallet,7.9
5/4/2024,Member,Food & Beverages,57.89,Cash,7.4
5/4/2024,Normal,Health & Beauty,17.97,Ewallet,8.1
5/4/2024,Member,Food & Beverages,65.65,Credit card,7.3
5/4/2024,Member,Health & Beauty,10.16,Ewallet,7.1
5/4/2024,Normal,Food & Beverages,19.79,Credit card,8.7
5/4/2024,Normal,Food & Beverages,59.59,Credit card,9.3
5/4/2024,Normal,Health & Beauty,62.57,Credit card,9.4
5/4/2024,Member,Fashion & Accs,74.29,Credit card,8.8
5/4/2024,Member,Home & Lifestyle,69.96,Credit card,7.5
5/4/2024,Member,Food & Beverages,43.18,Ewallet,8.1
5/4/2024,Normal,Food & Beverages,33.88,Cash,8.5
5/4/2024,Member,Health & Beauty,65.18,Ewallet,8.5
5/4/2024,Normal,Food & Beverages,51.28,Cash,5.8
5/4/2024,Normal,Health & Beauty,42.57,Cash,7.4
5/4/2024,Normal,Health & Beauty,99.71,Ewallet,7.3
5/4/2024,Normal,Home & Lifestyle,17.77,Ewallet,7.5
5/4/2024,Normal,Home & Lifestyle,88.79,Ewallet,9.5
5/4/2024,Normal,Food & Beverages,36.36,Cash,5.2
5/5/2024,Normal,Food & Beverages,68.98,Ewallet,9.3
5/5/2024,Normal,Food & Beverages,54.67,Credit card,6.8
5/5/2024,Normal,Food & Beverages,28.86,Credit card,5.3
5/5/2024,Normal,Home & Lifestyle,34.42,Cash,6.8
5/5/2024,Normal,Fashion & Accs,59.86,Ewallet,5.6
5/5/2024,Normal,Health & Beauty,56.69,Ewallet,6.5
5/5/2024,Member,Home & Lifestyle,37.69,Credit card,8.9
5/5/2024,Normal,Fashion & Accs,18.08,Cash,6
5/5/2024,Normal,Food & Beverages,47.63,Credit card,6.9
5/5/2024,Normal,Food & Beverages,38.47,Ewallet,8.2
5/5/2024,Normal,Home & Lifestyle,86.27,Ewallet,5.5
5/5/2024,Member,Sports & Travel,22.01,Credit card,7.6
5/5/2024,Normal,Food & Beverages,19.25,Credit card,8.9
5/5/2024,Normal,Health & Beauty,67.27,Ewallet,8.7
5/5/2024,Normal,Food & Beverages,98.53,Cash,4.8
5/5/2024,Member,Food & Beverages,48.51,Cash,8.8
5/5/2024,Normal,Food & Beverages,88.36,Cash,6.5
5/5/2024,Normal,Food & Beverages,80.05,Ewallet,8.1
5/5/2024,Normal,Food & Beverages,78.88,Credit card,6.3
5/5/2024,Normal,Health & Beauty,76.99,Ewallet,6.8
5/6/2024,Normal,Food & Beverages,33.33,Credit card,8
5/6/2024,Normal,Fashion & Accs,96.7,Cash,5.4
5/6/2024,Normal,Food & Beverages,96.68,Cash,8.3
5/6/2024,Normal,Health & Beauty,85.87,Credit card,8.5
5/6/2024,Normal,Food & Beverages,90.24,Ewallet,8
5/6/2024,Normal,Sports & Travel,27.93,Cash,6.2
5/6/2024,Normal,Food & Beverages,81.71,Cash,9.8
5/6/2024,Normal,Health & Beauty,13.5,Ewallet,4.9
5/6/2024,Normal,Health & Beauty,69.51,Cash,6.8
5/6/2024,Normal,Food & Beverages,11.53,Ewallet,6.2
5/6/2024,Normal,Home & Lifestyle,65.82,Ewallet,7
5/6/2024,Normal,Food & Beverages,84.05,Ewallet,8.6
5/6/2024,Member,Sports & Travel,19.15,Credit card,7.6
5/6/2024,Member,Food & Beverages,98.52,Credit card,9.1
5/7/2024,Normal,Health & Beauty,14.82,Credit card,7.1
5/7/2024,Normal,Home & Lifestyle,12.73,Ewallet,6
5/7/2024,Member,Food & Beverages,97.03,Cash,5.4
5/7/2024,Member,Food & Beverages,87.48,Cash,8.3
5/7/2024,Normal,Food & Beverages,14.23,Ewallet,5.4
5/7/2024,Normal,Fashion & Accs,56.04,Ewallet,8.3
5/7/2024,Normal,Food & Beverages,38.42,Credit card,7.5
5/7/2024,Member,Food & Beverages,65.97,Ewallet,9.6
5/7/2024,Normal,Food & Beverages,46.55,Credit card,7.1
5/7/2024,Normal,Food & Beverages,10.96,Ewallet,8.3
5/7/2024,Normal,Food & Beverages,27.28,Cash,8.9
5/7/2024,Member,Home & Lifestyle,68.97,Credit card,8.8
5/7/2024,Normal,Food & Beverages,47.16,Ewallet,8.1
5/8/2024,Normal,Home & Lifestyle,55.73,Ewallet,7.5
5/8/2024,Normal,Food & Beverages,91.4,Cash,7.5
5/8/2024,Normal,Electronics,72.17,Ewallet,7.5
5/8/2024,Normal,Health & Beauty,85.6,Ewallet,6.8
5/8/2024,Normal,Sports & Travel,26.67,Ewallet,6.9
5/8/2024,Normal,Sports & Travel,22.38,Ewallet,9.2
5/8/2024,Normal,Electronics,93.88,Ewallet,8.5
5/8/2024,Member,Food & Beverages,67.45,Ewallet,7.5
5/8/2024,Member,Home & Lifestyle,47.68,Ewallet,7.3
5/8/2024,Normal,Food & Beverages,40.52,Ewallet,6.4
5/8/2024,Member,Health & Beauty,73.41,Credit card,9.8
5/8/2024,Member,Food & Beverages,67.77,Ewallet,6.2
5/9/2024,Normal,Food & Beverages,23.34,Credit card,6.1
5/9/2024,Member,Health & Beauty,46.53,Cash,8.2
5/9/2024,Normal,Electronics,77.72,Ewallet,7.6
5/9/2024,Normal,Sports & Travel,76.4,Cash,7.1
5/9/2024,Member,Sports & Travel,23.75,Credit card,9.2
5/9/2024,Normal,Food & Beverages,42.82,Credit card,8.7
5/9/2024,Normal,Fashion & Accs,73.52,Cash,8.2
5/9/2024,Normal,Fashion & Accs,39.21,Cash,7.8
5/9/2024,Normal,Health & Beauty,25,Ewallet,8.6
5/9/2024,Normal,Health & Beauty,28.95,Ewallet,7.8
5/9/2024,Normal,Health & Beauty,68.71,Ewallet,9.1
5/10/2024,Normal,Food & Beverages,47.27,Cash,8.9
5/10/2024,Normal,Food & Beverages,87.9,Credit card,7.2
5/10/2024,Member,Sports & Travel,75.82,Ewallet,5.9
5/10/2024,Normal,Sports & Travel,79.93,Ewallet,5.5
5/10/2024,Normal,Sports & Travel,69.52,Ewallet,9.4
5/10/2024,Normal,Food & Beverages,20.01,Ewallet,9.5
5/10/2024,Normal,Food & Beverages,99.42,Credit card,6
5/10/2024,Normal,Health & Beauty,14.62,Credit card,6.8
5/10/2024,Normal,Food & Beverages,52.42,Ewallet,6.5
5/10/2024,Member,Food & Beverages,16.48,Cash,9.7
5/11/2024,Member,Health & Beauty,99.83,Credit card,8.4
5/11/2024,Normal,Home & Lifestyle,73.56,Credit card,6.8
5/11/2024,Member,Food & Beverages,43.19,Cash,7.5
5/11/2024,Normal,Food & Beverages,54.36,Cash,7.8
5/11/2024,Normal,Food & Beverages,35.04,Cash,8.1
5/11/2024,Normal,Food & Beverages,21.58,Cash,7.6
5/11/2024,Normal,Home & Lifestyle,82.04,Ewallet,7.2
5/11/2024,Member,Health & Beauty,48.63,Ewallet,5.5
5/11/2024,Normal,Home & Lifestyle,34.73,Ewallet,8.2
5/12/2024,Normal,Home & Lifestyle,97.38,Ewallet,7.1
5/12/2024,Normal,Home & Lifestyle,27,Cash,8
5/12/2024,Normal,Food & Beverages,31.84,Credit card,7
5/12/2024,Normal,Health & Beauty,41.06,Ewallet,5.7
5/12/2024,Normal,Home & Lifestyle,88.39,Cash,5.9
5/12/2024,Normal,Health & Beauty,25.32,Credit card,5.5
5/12/2024,Normal,Home & Lifestyle,44.01,Cash,8
5/12/2024,Member,Sports & Travel,51.52,Cash,7.8
5/13/2024,Normal,Health & Beauty,55.97,Ewallet,5.1
5/13/2024,Member,Food & Beverages,21.08,Cash,8.4
5/13/2024,Normal,Health & Beauty,65.31,Ewallet,6.3
5/13/2024,Normal,Fashion & Accs,51.36,Ewallet,7
5/13/2024,Member,Food & Beverages,44.59,Cash,7.2
5/13/2024,Normal,Fashion & Accs,88.15,Credit card,8.2
5/13/2024,Normal,Home & Lifestyle,94.49,Cash,7.2
5/13/2024,Member,Food & Beverages,89.2,Ewallet,7.8
5/13/2024,Normal,Health & Beauty,87.98,Cash,7.6
5/13/2024,Normal,Food & Beverages,77.2,Cash,9
5/14/2024,Normal,Health & Beauty,79.74,Cash,8.3
5/14/2024,Normal,Food & Beverages,87.1,Cash,7.8
5/14/2024,Member,Health & Beauty,15.55,Cash,5.8
5/14/2024,Normal,Sports & Travel,55.07,Ewallet,5.2
5/14/2024,Member,Sports & Travel,42.97,Ewallet,9.8
5/14/2024,Member,Home & Lifestyle,30.12,Ewallet,7.9
5/14/2024,Member,Food & Beverages,14.87,Ewallet,6
5/14/2024,Normal,Food & Beverages,27.66,Ewallet,8.3
5/14/2024,Normal,Home & Lifestyle,46.33,Ewallet,6.6
5/14/2024,Normal,Food & Beverages,99.37,Ewallet,7.4
5/14/2024,Normal,Home & Lifestyle,33.3,Cash,6.3
5/14/2024,Member,Fashion & Accs,60.74,Ewallet,7.9
5/15/2024,Normal,Electronics,50.23,Ewallet,6.1
5/15/2024,Normal,Fashion & Accs,60.74,Ewallet,7.7
5/15/2024,Normal,Food & Beverages,52.2,Ewallet,6.9
5/15/2024,Normal,Food & Beverages,77.4,Cash,7.1
5/15/2024,Normal,Home & Lifestyle,56.53,Credit card,5.1
5/15/2024,Normal,Food & Beverages,67.1,Credit card,9.8
5/15/2024,Normal,Food & Beverages,24.82,Cash,6.2
5/15/2024,Member,Fashion & Accs,60.74,Cash,6.7
5/15/2024,Normal,Food & Beverages,80.96,Ewallet,7
5/15/2024,Member,Home & Lifestyle,12.12,Cash,8.6
5/15/2024,Normal,Food & Beverages,32.9,Ewallet,8.8
5/15/2024,Normal,Electronics,79.59,Cash,7.1
5/15/2024,Member,Electronics,96.37,Credit card,6.7
5/15/2024,Normal,Home & Lifestyle,95.46,Cash,4.7
5/15/2024,Normal,Food & Beverages,71.39,Cash,8.4
5/15/2024,Member,Health & Beauty,81.3,Cash,8.9
5/15/2024,Normal,Food & Beverages,98.66,Credit card,7.7
5/15/2024,Normal,Food & Beverages,41.24,Cash,6.6
5/15/2024,Normal,Health & Beauty,46.26,Ewallet,7
5/16/2024,Member,Home & Lifestyle,82.7,Cash,7.2
5/16/2024,Member,Sports & Travel,73.95,Ewallet,8.2
5/16/2024,Normal,Sports & Travel,49.33,Ewallet,8.5
5/16/2024,Member,Sports & Travel,73.97,Credit card,8
5/16/2024,Normal,Food & Beverages,54.84,Credit card,8.5
5/16/2024,Normal,Sports & Travel,43.06,Credit card,6.6
